Time;PIRP_value;Category
04:27:00;13;class 1
04:28:00;15;class 1
04:29:00;14;class 1
04:30:00;16;class 1
04:31:00;14;class 1
04:32:00;17;class 1
04:33:00;19;class 1
04:34:00;22;class 1
04:35:00;27;class 1
04:36:00;31;class 1
04:37:00;35;class 1
04:38:00;33;class 1
04:39:00;36;class 1
04:40:00;41;class 1
04:41:00;42;class 1
04:42:00;48;class 1
04:43:00;48;class 1
04:44:00;52;class 1
04:45:00;57;class 1
04:46:00;60;class 1
04:47:00;59;class 1
04:48:00;59;class 1
04:49:00;67;class 1
04:50:00;67;class 1
04:51:00;72;class 1
04:52:00;75;class 1
04:53:00;77;class 1
04:54:00;82;class 1
04:55:00;78;class 1
04:56:00;84;class 1
04:57:00;90;class 1
04:58:00;92;class 1
04:59:00;88;class 1
05:00:00;94;class 1
05:11:00;86;class 1
05:12:00;122;class 2
05:13:00;128;class 2
05:14:00;118;class 2
05:15:00;134;class 2
05:16:00;134;class 2
05:17:00;138;class 2
05:18:00;138;class 2
05:19:00;137;class 2
05:20:00;144;class 2
05:21:00;145;class 2
05:22:00;146;class 2
05:23:00;134;class 2
05:24:00;130;class 2
05:25:00;136;class 2
05:26:00;150;class 2
05:27:00;146;class 2
05:28:00;154;class 2
05:29:00;152;class 2
05:30:00;152;class 2
05:31:00;295;class 2
05:32:00;149;class 2
05:33:00;157;class 2
05:34:00;160;class 2
05:35:00;173;class 2
05:36:00;180;class 2
05:37:00;160;class 2
05:38:00;165;class 2
05:39:00;171;class 2
05:40:00;185;class 2
05:41:00;161;class 2
05:42:00;172;class 2
05:43:00;162;class 2
05:44:00;186;class 2
05:45:00;176;class 2
05:46:00;187;class 2
05:47:00;201;class 2
05:48:00;209;class 2
05:49:00;221;class 2
05:50:00;226;class 2
05:51:00;229;class 2
05:52:00;224;class 2
05:53:00;226;class 2
05:54:00;229;class 2
05:55:00;216;class 2
05:56:00;227;class 2
05:57:00;229;class 2
05:58:00;232;class 2
05:59:00;244;class 2
06:00:00;239;class 2
06:11:00;275;class 2
06:12:00;269;class 2
06:13:00;262;class 2
06:14:00;388;class 2
06:15:00;267;class 2
06:16:00;279;class 2
06:17:00;282;class 2
06:18:00;305;class 2
06:19:00;287;class 2
06:20:00;311;class 2
06:21:00;304;class 2
06:22:00;304;class 2
06:23:00;1000;class 2
06:24:00;1000;class 2
06:25:00;305;class 2
06:26:00;308;class 2
06:27:00;333;class 2
06:28:00;336;class 2
06:29:00;340;class 2
06:30:00;343;class 2
06:31:00;334;class 2
06:32:00;327;class 2
06:33:00;342;class 2
06:34:00;356;class 2
06:35:00;359;class 2
06:36:00;338;class 2
06:37:00;366;class 2
06:38:00;332;class 2
06:39:00;371;class 2
06:40:00;349;class 2
06:41:00;315;class 2
06:42:00;356;class 2
06:43:00;370;class 2
06:44:00;386;class 2
06:45:00;390;class 2
06:46:00;393;class 2
06:47:00;397;class 2
06:48:00;400;class 2
06:49:00;404;class 2
06:50:00;394;class 2
06:51:00;411;class 2
06:52:00;373;class 2
06:53:00;420;class 2
06:54:00;423;class 2
06:55:00;427;class 2
06:56:00;387;class 2
06:57:00;387;class 2
06:58:00;387;class 2
06:59:00;387;class 2
07:00:00;418;class 2
07:11:00;479;class 2
07:12:00;454;class 2
07:13:00;480;class 2
07:14:00;497;class 2
07:15:00;486;class 2
07:16:00;492;class 2
07:17:00;497;class 2
07:18:00;513;class 2
07:19:00;510;class 2
07:20:00;537;class 2
07:21:00;491;class 2
07:22:00;519;class 2
07:23:00;495;class 2
07:24:00;527;class 2
07:25:00;509;class 2
07:26:00;514;class 2
07:27:00;536;class 2
07:28:00;512;class 2
07:29:00;338;class 2
07:30:00;349;class 2
07:31:00;323;class 2
07:32:00;300;class 2
07:33:00;385;class 2
07:34:00;450;class 2
07:35:00;484;class 2
07:36:00;496;class 2
07:37:00;554;class 2
07:38:00;501;class 2
07:39:00;561;class 2
07:40:00;525;class 2
07:41:00;526;class 2
07:42:00;478;class 2
07:43:00;322;class 2
07:44:00;423;class 2
07:45:00;423;class 2
07:46:00;614;class 2
07:47:00;578;class 2
07:48:00;571;class 2
07:49:00;596;class 2
07:50:00;636;class 2
07:51:00;646;class 2
07:52:00;646;class 2
07:53:00;646;class 2
07:54:00;450;class 2
07:55:00;450;class 2
07:56:00;579;class 2
07:57:00;600;class 2
07:58:00;584;class 2
07:59:00;583;class 2
08:00:00;489;class 2
08:11:00;495;class 2
08:12:00;361;class 2
08:13:00;368;class 2
08:14:00;423;class 2
08:15:00;471;class 2
08:16:00;433;class 2
08:17:00;474;class 2
08:18:00;453;class 2
08:19:00;453;class 2
08:20:00;503;class 2
08:21:00;500;class 2
08:22:00;475;class 2
08:23:00;622;class 2
08:24:00;539;class 2
08:25:00;536;class 2
08:26:00;599;class 2
08:27:00;602;class 2
08:28:00;581;class 2
08:29:00;473;class 2
08:30:00;465;class 2
08:31:00;456;class 2
08:32:00;419;class 2
08:33:00;427;class 2
08:34:00;431;class 2
08:35:00;415;class 2
08:36:00;378;class 2
08:37:00;361;class 2
08:38:00;345;class 2
08:39:00;368;class 2
08:40:00;331;class 2
08:41:00;278;class 2
08:42:00;285;class 2
08:43:00;266;class 2
08:44:00;269;class 2
08:45:00;250;class 2
08:46:00;231;class 2
08:47:00;235;class 2
08:48:00;248;class 2
08:49:00;242;class 2
08:50:00;239;class 2
08:51:00;258;class 2
08:52:00;265;class 2
08:53:00;298;class 2
08:54:00;331;class 2
08:55:00;318;class 2
08:56:00;480;class 2
08:57:00;445;class 2
08:58:00;483;class 2
08:59:00;533;class 2
09:00:00;439;class 2
09:11:00;487;class 2
09:12:00;484;class 2
09:13:00;471;class 2
09:14:00;478;class 2
09:15:00;456;class 2
09:16:00;427;class 2
09:17:00;399;class 2
09:18:00;411;class 2
09:19:00;352;class 2
09:20:00;348;class 2
09:21:00;346;class 2
09:22:00;346;class 2
09:23:00;313;class 2
09:24:00;330;class 2
09:25:00;302;class 2
09:26:00;319;class 2
09:27:00;284;class 2
09:28:00;719;class 2
09:29:00;302;class 2
09:30:00;303;class 2
09:31:00;315;class 2
09:32:00;306;class 2
09:33:00;321;class 2
09:34:00;326;class 2
09:35:00;332;class 2
09:36:00;339;class 2
09:37:00;348;class 2
09:38:00;348;class 2
09:39:00;329;class 2
09:40:00;372;class 2
09:41:00;340;class 2
09:42:00;370;class 2
09:43:00;359;class 2
09:44:00;389;class 2
09:45:00;398;class 2
09:46:00;404;class 2
09:47:00;385;class 2
09:48:00;406;class 2
09:49:00;298;class 2
09:50:00;435;class 2
09:51:00;435;class 2
09:52:00;431;class 2
09:53:00;467;class 2
09:54:00;491;class 2
09:55:00;541;class 2
09:56:00;519;class 2
09:57:00;883;class 2
09:58:00;802;class 2
09:59:00;1000;class 2
10:00:00;1000;class 2
10:11:00;732;class 2
10:12:00;709;class 2
10:13:00;619;class 2
10:14:00;684;class 2
10:15:00;573;class 2
10:16:00;567;class 2
10:17:00;565;class 2
10:18:00;507;class 2
10:19:00;437;class 2
10:20:00;488;class 2
10:21:00;473;class 2
10:22:00;473;class 2
10:23:00;506;class 2
10:24:00;427;class 2
10:25:00;487;class 2
10:26:00;915;class 2
10:27:00;702;class 2
10:28:00;621;class 2
10:29:00;537;class 2
10:30:00;700;class 2
10:31:00;646;class 2
10:32:00;554;class 2
10:33:00;678;class 2
10:34:00;696;class 2
10:35:00;893;class 2
10:36:00;953;class 2
10:37:00;917;class 2
10:38:00;737;class 2
10:39:00;938;class 2
10:40:00;510;class 2
10:41:00;510;class 2
10:42:00;481;class 2
10:43:00;457;class 2
10:44:00;464;class 2
10:45:00;448;class 2
10:46:00;548;class 2
10:47:00;563;class 2
10:48:00;761;class 2
10:49:00;801;class 2
10:50:00;934;class 2
10:51:00;944;class 2
10:52:00;944;class 2
10:53:00;944;class 2
10:54:00;754;class 2
10:55:00;718;class 2
10:56:00;714;class 2
10:57:00;633;class 2
10:58:00;569;class 2
10:59:00;453;class 2
11:00:00;481;class 2
11:11:00;898;class 2
11:12:00;898;class 2
11:13:00;441;class 2
11:14:00;931;class 2
11:15:00;1000;class 2
11:16:00;1000;class 2
11:17:00;1000;class 2
11:18:00;1000;class 2
11:19:00;964;class 2
11:20:00;1000;class 2
11:21:00;1000;class 2
11:22:00;807;class 2
11:23:00;871;class 2
11:24:00;729;class 2
11:25:00;587;class 2
11:26:00;511;class 2
11:27:00;621;class 2
11:28:00;603;class 2
11:29:00;1000;class 2
11:30:00;1000;class 2
11:31:00;1000;class 2
11:32:00;1000;class 2
11:33:00;1000;class 2
11:34:00;1000;class 2
11:35:00;1000;class 2
11:36:00;898;class 2
11:37:00;1000;class 2
11:38:00;578;class 2
11:39:00;446;class 2
11:40:00;872;class 2
11:41:00;732;class 2
11:42:00;732;class 2
11:43:00;736;class 2
11:44:00;386;class 2
11:45:00;360;class 2
11:46:00;389;class 2
11:47:00;434;class 2
11:48:00;450;class 2
11:49:00;1000;class 2
11:50:00;1000;class 2
11:51:00;1000;class 2
11:52:00;1000;class 2
11:53:00;1000;class 2
11:54:00;999;class 2
11:55:00;792;class 2
11:56:00;846;class 2
11:57:00;876;class 2
11:58:00;914;class 2
11:59:00;882;class 2
12:00:00;882;class 2
12:11:00;979;class 2
12:12:00;908;class 2
12:13:00;905;class 2
12:14:00;918;class 2
12:15:00;938;class 2
12:16:00;931;class 2
12:17:00;981;class 2
12:18:00;966;class 2
12:19:00;898;class 2
12:20:00;871;class 2
12:21:00;869;class 2
12:22:00;940;class 2
12:23:00;941;class 2
12:24:00;909;class 2
12:25:00;915;class 2
12:26:00;951;class 2
12:27:00;895;class 2
12:28:00;841;class 2
12:29:00;776;class 2
12:30:00;542;class 2
12:31:00;542;class 2
12:32:00;603;class 2
12:33:00;370;class 2
12:34:00;296;class 2
12:35:00;279;class 2
12:36:00;370;class 2
12:37:00;348;class 2
12:38:00;446;class 2
12:39:00;583;class 2
12:40:00;634;class 2
12:41:00;669;class 2
12:42:00;727;class 2
12:43:00;739;class 2
12:44:00;894;class 2
12:45:00;784;class 2
12:46:00;782;class 2
12:47:00;949;class 2
12:48:00;756;class 2
12:49:00;868;class 2
12:50:00;920;class 2
12:51:00;843;class 2
12:52:00;834;class 2
12:53:00;749;class 2
12:54:00;710;class 2
12:55:00;768;class 2
12:56:00;774;class 2
12:57:00;670;class 2
12:58:00;701;class 2
12:59:00;701;class 2
13:00:00;795;class 2
13:11:00;893;class 2
13:12:00;844;class 2
13:13:00;886;class 2
13:14:00;827;class 2
13:15:00;888;class 2
13:16:00;855;class 2
13:17:00;847;class 2
13:18:00;825;class 2
13:19:00;893;class 2
13:20:00;869;class 2
13:21:00;854;class 2
13:22:00;796;class 2
13:23:00;803;class 2
13:24:00;879;class 2
13:25:00;880;class 2
13:26:00;846;class 2
13:27:00;800;class 2
13:28:00;843;class 2
13:29:00;829;class 2
13:30:00;829;class 2
13:31:00;829;class 2
13:32:00;738;class 2
13:33:00;695;class 2
13:34:00;628;class 2
13:35:00;521;class 2
13:36:00;521;class 2
13:37:00;553;class 2
13:38:00;746;class 2
13:39:00;852;class 2
13:40:00;826;class 2
13:41:00;798;class 2
13:42:00;798;class 2
13:43:00;788;class 2
13:44:00;826;class 2
13:45:00;755;class 2
13:46:00;853;class 2
13:47:00;853;class 2
13:48:00;817;class 2
13:49:00;845;class 2
13:50:00;779;class 2
13:51:00;817;class 2
13:52:00;778;class 2
13:53:00;759;class 2
13:54:00;698;class 2
13:55:00;676;class 2
13:56:00;713;class 2
13:57:00;701;class 2
13:58:00;731;class 2
13:59:00;838;class 2
14:00:00;748;class 2
14:11:00;839;class 2
14:12:00;776;class 2
14:13:00;803;class 2
14:14:00;748;class 2
14:15:00;679;class 2
14:16:00;759;class 2
14:17:00;762;class 2
14:18:00;690;class 2
14:19:00;719;class 2
14:20:00;599;class 2
14:21:00;592;class 2
14:22:00;607;class 2
14:23:00;595;class 2
14:24:00;554;class 2
14:25:00;645;class 2
14:26:00;612;class 2
14:27:00;604;class 2
14:28:00;540;class 2
14:29:00;560;class 2
14:30:00;627;class 2
14:31:00;613;class 2
14:32:00;651;class 2
14:33:00;651;class 2
14:34:00;615;class 2
14:35:00;664;class 2
14:36:00;744;class 2
14:37:00;769;class 2
14:38:00;761;class 2
14:39:00;767;class 2
14:40:00;730;class 2
14:41:00;674;class 2
14:42:00;659;class 2
14:43:00;659;class 2
14:44:00;646;class 2
14:45:00;593;class 2
14:46:00;621;class 2
14:47:00;624;class 2
14:48:00;636;class 2
14:49:00;642;class 2
14:50:00;595;class 2
14:51:00;646;class 2
14:52:00;544;class 2
14:53:00;535;class 2
14:54:00;558;class 2
14:55:00;539;class 2
14:56:00;476;class 2
14:57:00;657;class 2
14:58:00;728;class 2
14:59:00;725;class 2
15:00:00;721;class 2
15:11:00;657;class 2
15:12:00;657;class 2
15:13:00;655;class 2
15:14:00;627;class 2
15:15:00;622;class 2
15:16:00;601;class 2
15:17:00;611;class 2
15:18:00;592;class 2
15:19:00;555;class 2
15:20:00;533;class 2
15:21:00;526;class 2
15:22:00;577;class 2
15:23:00;551;class 2
15:24:00;558;class 2
15:25:00;519;class 2
15:26:00;555;class 2
15:27:00;545;class 2
15:28:00;512;class 2
15:29:00;540;class 2
15:30:00;513;class 2
15:31:00;519;class 2
15:32:00;524;class 2
15:33:00;524;class 2
15:34:00;473;class 2
15:35:00;526;class 2
15:36:00;489;class 2
15:37:00;503;class 2
15:38:00;563;class 2
15:39:00;585;class 2
15:40:00;549;class 2
15:41:00;525;class 2
15:42:00;501;class 2
15:43:00;471;class 2
15:44:00;467;class 2
15:45:00;482;class 2
15:46:00;473;class 2
15:47:00;473;class 2
15:48:00;527;class 2
15:49:00;491;class 2
15:50:00;504;class 2
15:51:00;537;class 2
15:52:00;518;class 2
15:53:00;537;class 2
15:54:00;510;class 2
15:55:00;468;class 2
15:56:00;432;class 2
15:57:00;429;class 2
15:58:00;449;class 2
15:59:00;453;class 2
16:00:00;459;class 2
16:11:00;462;class 2
16:12:00;473;class 2
16:13:00;473;class 2
16:14:00;446;class 2
16:15:00;470;class 2
16:16:00;470;class 2
16:17:00;420;class 2
16:18:00;461;class 2
16:19:00;416;class 2
16:20:00;448;class 2
16:21:00;410;class 2
16:22:00;406;class 2
16:23:00;405;class 2
16:24:00;375;class 2
16:25:00;377;class 2
16:26:00;390;class 2
16:27:00;412;class 2
16:28:00;421;class 2
16:29:00;405;class 2
16:30:00;402;class 2
16:31:00;416;class 2
16:32:00;389;class 2
16:33:00;389;class 2
16:34:00;397;class 2
16:35:00;409;class 2
16:36:00;421;class 2
16:37:00;393;class 2
16:38:00;403;class 2
16:39:00;396;class 2
16:40:00;403;class 2
16:41:00;385;class 2
16:42:00;366;class 2
16:43:00;352;class 2
16:44:00;367;class 2
16:45:00;390;class 2
16:46:00;373;class 2
16:47:00;344;class 2
16:48:00;356;class 2
16:49:00;364;class 2
16:50:00;339;class 2
16:51:00;372;class 2
16:52:00;352;class 2
16:53:00;338;class 2
16:54:00;308;class 2
16:55:00;313;class 2
16:56:00;313;class 2
16:57:00;344;class 2
16:58:00;312;class 2
16:59:00;329;class 2
17:00:00;328;class 2
17:11:00;148;class 2
17:12:00;168;class 2
17:13:00;120;class 2
17:14:00;73;class 1
17:15:00;75;class 1
17:16:00;95;class 1
17:17:00;74;class 1
17:18:00;75;class 1
17:19:00;79;class 1
17:20:00;245;class 2
17:21:00;237;class 2
17:22:00;96;class 1
17:23:00;98;class 1
17:24:00;78;class 1
17:25:00;69;class 1
17:26:00;70;class 1
17:27:00;76;class 1
17:28:00;70;class 1
17:29:00;69;class 1
17:30:00;69;class 1
17:31:00;73;class 1
17:32:00;76;class 1
17:33:00;73;class 1
17:34:00;72;class 1
17:35:00;74;class 1
17:36:00;66;class 1
17:37:00;198;class 2
17:38:00;212;class 2
17:39:00;110;class 2
17:40:00;71;class 1
17:41:00;79;class 1
17:42:00;73;class 1
17:43:00;81;class 1
17:44:00;70;class 1
17:45:00;73;class 1
17:46:00;68;class 1
17:47:00;74;class 1
17:48:00;65;class 1
17:49:00;72;class 1
17:50:00;67;class 1
17:51:00;68;class 1
17:52:00;69;class 1
17:53:00;478;class 2
17:54:00;67;class 1
17:55:00;65;class 1
17:56:00;59;class 1
17:57:00;60;class 1
17:58:00;57;class 1
17:59:00;57;class 1
18:00:00;51;class 1
18:11:00;77;class 1
18:12:00;90;class 1
18:13:00;44;class 1
18:14:00;67;class 1
18:15:00;66;class 1
18:16:00;40;class 1
18:17:00;25;class 1
18:18:00;32;class 1
18:19:00;29;class 1
18:20:00;37;class 1
18:21:00;60;class 1
18:22:00;78;class 1
18:23:00;71;class 1
18:24:00;73;class 1
18:25:00;72;class 1
18:26:00;76;class 1
18:27:00;72;class 1
18:28:00;75;class 1
18:29:00;69;class 1
18:30:00;71;class 1
18:31:00;64;class 1
18:32:00;52;class 1
18:33:00;41;class 1
18:34:00;36;class 1
18:35:00;33;class 1
18:36:00;28;class 1
18:37:00;27;class 1
18:38:00;0;class 0
18:39:00;24;class 1
18:40:00;21;class 1
18:41:00;19;class 1
18:42:00;18;class 1
18:43:00;13;class 1
18:44:00;10;class 0
18:45:00;10;class 0
18:46:00;8;class 0
18:47:00;7;class 0
18:48:00;8;class 0
18:49:00;8;class 0
18:50:00;6;class 0
18:51:00;5;class 0
18:52:00;4;class 0
18:53:00;4;class 0
18:54:00;3;class 0
18:55:00;4;class 0
18:56:00;3;class 0
18:57:00;3;class 0
18:58:00;2;class 0
18:59:00;1;class 0
19:00:00;1;class 0
19:11:00;0;class 0
19:12:00;0;class 0
19:13:00;0;class 0
19:14:00;0;class 0
19:15:00;0;class 0
19:16:00;0;class 0
19:17:00;0;class 0
19:18:00;0;class 0
19:19:00;0;class 0
19:20:00;0;class 0
19:21:00;0;class 0
19:22:00;0;class 0
19:23:00;0;class 0
19:24:00;0;class 0
19:25:00;0;class 0
19:26:00;0;class 0
19:27:00;0;class 0
19:28:00;0;class 0
19:29:00;0;class 0
19:30:00;0;class 0
19:31:00;0;class 0
19:32:00;0;class 0
19:33:00;0;class 0
19:34:00;0;class 0
19:35:00;0;class 0
19:36:00;0;class 0
19:37:00;0;class 0
19:38:00;0;class 0
19:39:00;0;class 0
19:40:00;0;class 0
19:41:00;0;class 0
19:42:00;0;class 0
19:43:00;0;class 0
19:44:00;0;class 0
19:45:00;0;class 0
19:46:00;0;class 0
19:47:00;0;class 0
19:48:00;0;class 0
19:49:00;0;class 0
19:50:00;0;class 0
19:51:00;0;class 0
19:52:00;0;class 0
19:53:00;0;class 0
19:54:00;0;class 0
19:55:00;0;class 0
19:56:00;0;class 0
19:57:00;0;class 0
19:58:00;0;class 0
19:59:00;0;class 0
20:00:00;0;class 0
20:11:00;0;class 0
20:12:00;0;class 0
20:13:00;0;class 0
20:14:00;0;class 0
20:15:00;0;class 0
20:16:00;0;class 0
20:17:00;0;class 0
20:18:00;0;class 0
20:19:00;0;class 0
20:20:00;0;class 0
20:21:00;0;class 0
20:22:00;0;class 0
20:23:00;0;class 0
20:24:00;0;class 0
20:25:00;0;class 0
20:26:00;0;class 0
20:27:00;0;class 0
20:28:00;0;class 0
20:29:00;0;class 0
20:30:00;0;class 0
20:31:00;0;class 0
20:32:00;0;class 0
20:33:00;0;class 0
20:34:00;0;class 0
20:35:00;0;class 0
20:36:00;0;class 0
20:37:00;0;class 0
20:38:00;0;class 0
20:39:00;0;class 0
20:40:00;0;class 0
20:41:00;0;class 0
20:42:00;0;class 0
20:43:00;0;class 0
20:44:00;0;class 0
20:45:00;0;class 0
20:46:00;0;class 0
20:47:00;0;class 0
20:48:00;0;class 0
20:49:00;0;class 0
20:50:00;0;class 0
20:51:00;0;class 0
20:52:00;0;class 0
20:53:00;0;class 0
20:54:00;0;class 0
20:55:00;0;class 0
20:56:00;0;class 0
20:57:00;0;class 0
20:58:00;0;class 0
20:59:00;0;class 0
21:00:00;0;class 0
21:11:00;0;class 0
21:12:00;0;class 0
21:13:00;0;class 0
21:14:00;0;class 0
21:15:00;0;class 0
21:16:00;0;class 0
21:17:00;0;class 0
21:18:00;0;class 0
21:19:00;0;class 0
21:20:00;0;class 0
21:21:00;0;class 0
21:22:00;0;class 0
21:23:00;0;class 0
21:24:00;0;class 0
21:25:00;0;class 0
21:26:00;0;class 0
21:27:00;0;class 0
21:28:00;0;class 0
21:29:00;0;class 0
21:30:00;0;class 0
21:31:00;0;class 0
21:32:00;0;class 0
21:33:00;0;class 0
21:34:00;0;class 0
21:35:00;0;class 0
21:36:00;0;class 0
21:37:00;0;class 0
21:38:00;0;class 0
21:39:00;0;class 0
21:40:00;0;class 0
21:41:00;0;class 0
21:42:00;0;class 0
21:43:00;0;class 0
21:44:00;0;class 0
21:45:00;0;class 0
21:46:00;0;class 0
21:47:00;0;class 0
21:48:00;0;class 0
21:49:00;0;class 0
21:50:00;0;class 0
21:51:00;0;class 0
21:52:00;0;class 0
21:53:00;0;class 0
21:54:00;0;class 0
21:55:00;0;class 0
21:56:00;0;class 0
21:57:00;0;class 0
21:58:00;0;class 0
21:59:00;0;class 0
22:00:00;0;class 0
22:11:00;0;class 0
22:12:00;0;class 0
22:13:00;0;class 0
22:14:00;0;class 0
22:15:00;0;class 0
22:16:00;0;class 0
22:17:00;0;class 0
22:18:00;0;class 0
22:19:00;0;class 0
22:20:00;0;class 0
22:21:00;0;class 0
22:22:00;0;class 0
22:23:00;0;class 0
22:24:00;0;class 0
22:25:00;0;class 0
22:26:00;0;class 0
22:27:00;0;class 0
22:28:00;0;class 0
22:29:00;0;class 0
22:30:00;0;class 0
22:31:00;0;class 0
22:32:00;0;class 0
22:33:00;0;class 0
22:34:00;0;class 0
22:35:00;0;class 0
22:36:00;0;class 0
22:37:00;0;class 0
22:38:00;0;class 0
22:39:00;0;class 0
22:40:00;0;class 0
22:41:00;0;class 0
22:42:00;0;class 0
22:43:00;0;class 0
22:44:00;0;class 0
22:45:00;0;class 0
22:46:00;3;class 0
22:47:00;3;class 0
22:48:00;0;class 0
22:49:00;0;class 0
22:50:00;0;class 0
22:51:00;0;class 0
22:52:00;0;class 0
22:53:00;0;class 0
22:54:00;0;class 0
22:55:00;0;class 0
22:56:00;0;class 0
22:57:00;0;class 0
22:58:00;0;class 0
22:59:00;0;class 0
23:00:00;0;class 0
23:11:00;0;class 0
23:12:00;0;class 0
23:13:00;0;class 0
23:14:00;0;class 0
23:15:00;0;class 0
23:16:00;0;class 0
23:17:00;0;class 0
23:18:00;0;class 0
23:19:00;0;class 0
23:20:00;0;class 0
23:21:00;0;class 0
23:22:00;0;class 0
